5	24.494897
4.79302	25.136746
4.58707	25.775401
4.37933	26.419606
4.172446	27.061161
3.965148	27.703996
3.758468	28.344913
3.551321	28.98728
3.34432	29.629196
3.137341	30.271041
2.930342	30.912948
2.723229	31.55521
2.516295	32.196919
2.309419	32.838444
2.102355	33.480554
1.895379	34.122391
1.688419	34.764179
1.481386	35.406193
1.274422	36.047991
1.067515	36.689614
0.860449	37.331729
0.65353	37.973391
0.44651	38.615365
0.239497	39.257313
0.03251	39.899186
0	40
-0.174495	39.458887
-0.380663	38.819556
-0.588172	38.176066
-0.794977	37.534761
-1.002353	36.891682
-1.209263	36.250051
-1.416337	35.607909
-1.623255	34.966252
-1.83018	34.324575
-2.037193	33.682622
-2.24425	33.040535
-2.451133	32.398987
-2.658197	31.756876
-2.865163	31.11507
-3.07208	30.473418
-3.279181	29.831194
-3.486091	29.189561
-3.69307	28.547713
-3.89999	27.90605
-4.107048	27.263961
-4.314044	26.62206
-4.521037	25.980172
-4.728011	25.338342
-4.934991	24.696492
-5	24.494897
-5.452478	24.398166
-6.106706	24.242694
-6.759768	24.068768
-7.406376	23.877723
-8.047389	23.669381
-8.683683	23.443414
-9.312273	23.200896
-9.934863	22.941197
-10.549987	22.664903
-11.157681	22.371996
-11.756794	22.063043
-12.347955	21.737711
-12.929982	21.396626
-13.50211	21.040272
-13.784974	20.856042
-14.08508	21.009791
-14.684802	21.317039
-15.284095	21.624066
-15.885543	21.932198
-16.484896	22.239256
-17.085523	22.546968
-17.686335	22.854774
-18.285962	23.161972
-18.886446	23.46961
-19.48643	23.776992
-20.086771	24.084556
-20.687173	24.392153
-21.287188	24.69955
-21.887646	25.007175
-22.48772	25.314602
-23.088107	25.622191
-23.688153	25.929604
-24.288476	26.237159
-24.888674	26.544651
-25.488873	26.852142
-26.089105	27.159652
-26.689346	27.467165
-27.289585	27.774677
-27.889894	28.082225
-28.284271	28.284271
-28.178783	28.078366
-27.873073	27.481645
-27.56385	26.878069
-27.256791	26.278714
-26.948943	25.677819
-26.641769	25.078241
-26.333837	24.477183
-26.02658	23.877443
-25.718885	23.276848
-25.411396	22.676654
-25.103887	22.076422
-24.796396	21.476223
-24.489037	20.876283
-24.181483	20.275963
-23.873985	19.675752
-23.56637	19.075313
-23.258844	18.475048
-22.951455	17.875048
-22.64387	17.274668
-22.336369	16.674451
-22.028991	16.074475
-21.721436	15.474152
-21.413921	14.873908
-21.106379	14.273612
-20.856042	13.784974
-20.924985	13.680095
-21.284043	13.114478
-21.631652	12.532825
-21.96174	11.944959
-22.276489	11.347163
-22.573848	10.743436
-22.855733	10.129929
-23.120844	9.509288
-23.368926	8.88219
-23.599776	8.24928
-23.813895	7.609104
-24.010425	6.964164
-24.189603	6.313729
-24.351026	5.65929
-24.494897	5
-25.130849	4.794922
-25.777018	4.586549
-26.419413	4.379393
-27.060977	4.172505
-27.703821	3.965204
-28.344748	3.758522
-28.987124	3.551372
-29.629049	3.344367
-30.270903	3.137385
-30.912819	2.930384
-31.55509	2.723268
-32.196808	2.51633
-32.838819	2.309298
-33.480458	2.102386
-34.122305	1.895407
-34.76446	1.688328
-35.406121	1.481409
-36.047929	1.274442
-36.689562	1.067532
-37.331686	0.860463
-37.973684	0.653435
-38.615318	0.446525
-39.257288	0.239506
-39.899183	0.032511
-40	0
-39.458887	-0.174495
-38.819557	-0.380663
-38.176066	-0.588172
-37.534761	-0.794977
-36.891682	-1.002353
-36.250052	-1.209263
-35.607909	-1.416337
-34.966252	-1.623255
-34.324575	-1.83018
-33.682622	-2.037193
-33.040536	-2.24425
-32.398987	-2.451133
-31.756876	-2.658197
-31.11507	-2.865163
-30.473418	-3.07208
-29.831194	-3.279181
-29.189562	-3.486091
-28.547713	-3.69307
-27.90605	-3.89999
-27.263961	-4.107048
-26.62206	-4.314044
-25.980172	-4.521037
-25.338342	-4.728011
-24.696492	-4.934991
-24.494897	-5
-24.398166	-5.452477
-24.242694	-6.106705
-24.068768	-6.759768
-23.877723	-7.406375
-23.669381	-8.047389
-23.443414	-8.683683
-23.200896	-9.312272
-22.941197	-9.934863
-22.664903	-10.549986
-22.371996	-11.15768
-22.063043	-11.756794
-21.737711	-12.347955
-21.396626	-12.929982
-21.040272	-13.50211
-20.856042	-13.784974
-21.009791	-14.08508
-21.317038	-14.684801
-21.624066	-15.284094
-21.932198	-15.885543
-22.239256	-16.484896
-22.546968	-17.085523
